Rating,App,Category,Reviews,Installs,Type,Price,Content Rating,Current Ver,Android Ver,SizeInMB,Genre1,Genre2,DateLastUpdated
NULL,B.Z. Live-Ticker,News and magazines,114,10000,Free,0,Everyone,1.6,4.2,7.7,News & Magazines,,25/05/2018
NULL,B-17 Flying Fortress WWII LWP,Personalization,7,100,Paid,1.49,Everyone,1,4.1,14,Personalization,,22/12/2016
NULL,AY Oakmont,Health and fitness,0,10,Free,0,Everyone,4.2.2,4.1,11,Health & Fitness,,09/07/2018
NULL,Ay Peruk,Business,0,1,Free,0,Everyone,1.1.0,4,3.4,Business,,31/10/2017
NULL,AY Recruitment,Business,1,10,Free,0,Everyone,1.1.1,4.4,4,Business,,22/05/2018
NULL,Ay Sabz Gunbad Waly,Video players,4,1000,Free,0,Everyone,1.1,4,3.9,Video Players & Editors,,11/09/2017
NULL,Ay Telekom Oim,Lifestyle,6,100,Free,0,Everyone,1.0.2,4.1,13,Lifestyle,,17/02/2018
NULL,Ay Vamos - PJ. Balvin - Piano,Game,0,5,Free,0,Everyone,1,4.1,29,Arcade,,09/07/2018
NULL,Ay YÄ±ldÄ±z - Xperia Live Theme,Personalization,0,10,Paid,0.99,Everyone,1.0.0,4.4,2.9,Personalization,,26/12/2017
NULL,Ay YÄ±ldÄ±z Analog Saat,Personalization,37,1000,Free,0,Everyone,1,4.1,1.7,Personalization,,21/07/2016
NULL,Ay YÄ±ldÄ±z Duvar KaÄŸÄ±tlarÄ±,Personalization,3,100,Free,0,Everyone,1.0.0,4.3,6.5,Personalization,,10/12/2017
NULL,Ay YÄ±ldÄ±z Keyboard,Tools,26,1000,Free,0,Everyone,1.2,4.4,3,Tools,,23/05/2018
NULL,A-Z Screen Recorder -,Video players,17,500,Free,0,Everyone,1,4.4,3.7,Video Players & Editors,,23/07/2018
NULL,AzadBazar.af,Shopping,3,100,Free,0,Everyone,1,4,3.7,Shopping,,09/03/2018
NULL,AW Toolbox,Business,3,100,Paid,19.9,Everyone,1.6.2,4,13,Business,,22/12/2016
NULL,AX Timesheets App for Dynamics,Business,0,10,Free,0,Everyone,1.0.5,4.4,9,Business,,15/02/2018
NULL,AX Watch for WatchMaker,Personalization,2,1,Paid,0.99,Everyone,1,2.3,0.23,Personalization,,18/08/2017
NULL,AX Window,Tools,0,5,Free,0,Everyone,1.0.2,4.3,19,Tools,,10/10/2017
NULL,AX!OM,Lifestyle,5,50,Free,0,Everyone,1.3,4.1,28,Lifestyle,,16/02/2017
NULL,Axe,Family,18,1000,Free,0,Everyone,1,4.1,24,Simulation,,01/12/2017
NULL,Axe Champ Hit,Game,1,100,Free,0,Everyone,0.1,4.1,15,Arcade,,25/05/2018
NULL,Axe Throw: Flip Champ Axes Champion Throwing Games,Game,1,50,Free,0,Everyone,1.0.0,4,13,Arcade,,31/05/2018
NULL,AK-47 Assult Rifle: Gun Shooting Simulator Game,Game,1,500,Free,0,Everyone,2,4.0.3,5.8,Action,,17/05/2018
NULL,AK-47 guns Sounds,Family,2,100,Free,0,Everyone,666,4,5.1,Entertainment,,28/06/2018
NULL,AK-47 Simulation and Info,Family,2,100,Free,0,Everyone,2.0.0,5,18,Entertainment,,05/05/2018
NULL,Ak-47 Wallpapers 2018,Personalization,7,500,Free,0,Everyone,newversion,4.3,4.9,Personalization,,14/03/2018
NULL,AJ Turquoise Dark Icon Pack,Personalization,0,10,Paid,0.99,Everyone,1.1,4.1,32,Personalization,,01/05/2018
NULL,AJ Wallpapers,Personalization,0,100,Free,0,Everyone,2,4.0.3,3.9,Personalization,,06/05/2018
NULL,Aj. Vallbona,News and magazines,0,10,Free,0,Everyone,4,4.4,22,News & Magazines,,25/07/2018
NULL,Aj.Petra,Communication,5,100,Free,0,Everyone,1.0.1,4.1,14,Communication,,29/09/2017
NULL,AJ-COMICS,Food and drink,0,5,Free,0,Everyone,0.1.0,4.4,27,Food & Drink,,13/07/2018
NULL,AJë Œí„°ì¹´ ë²•ì¸ ì¹´ì…°ì–´ë§,Maps and navigation,0,10,Free,0,Everyone,1.0.0.0,4.3,27,Maps & Navigation,,30/07/2018
NULL,Anime Mod for BM,Books and reference,0,100,Free,0,Everyone,1,4,8,Books & Reference,,28/07/2017
NULL,Annonces.ci,Shopping,14,1000,Free,0,Everyone,1.0.3,3,5.2,Shopping,,05/04/2016
NULL,Anonymous caller detection,Books and reference,161,10000,Free,0,Everyone,1,2.3,2.7,Books & Reference,,13/07/2018
NULL,AO-EVENT,Business,0,100,Free,0,Everyone,6.2.6,4.1,42,Business,,28/05/2018
NULL,AP Mobile 104,Business,0,100,Free,0,Everyone,1.2.2.0,4,14,Business,,13/12/2017
NULL,AP Series Solution Pro,Family,0,0,Paid,1.99,Everyone,1.3,4,7.4,Education,,30/07/2017
NULL,Apps for SportsBÑ”tting.ag - Bitcoin Welcome here!,Sports,0,1000,Free,0,Everyone,1,4,10,Sports,,11/12/2017
NULL,Aproveita DF,Lifestyle,0,1,Free,0,Everyone,1,4,3.3,Lifestyle,,02/08/2018
NULL,AQ Coach,Sports,0,5,Free,0,Everyone,1.1.0,4.4,28,Sports,,25/05/2018
NULL,AQ Dentals,Health and fitness,0,10,Free,0,Everyone,1.0.1,4.1,12,Health & Fitness,,22/12/2017
NULL,AQ Guards,Productivity,0,10,Free,0,Everyone,2.1.22,4.4,3.2,Productivity,,06/07/2018
NULL,AQ Math Facts,Family,1,1,Paid,2.99,Everyone,1.0.3,4,16,Educational,,17/05/2017
NULL,AQ Service,Business,4,10,Free,0,Everyone,1,4.4,17,Business,,28/08/2017
NULL,AQ SMS Notify,Tools,0,10,Free,0,Everyone,2.5.3,4.1,2.3,Tools,,12/04/2018
NULL,AQ wisdom +,Tools,0,100,Free,0,Everyone,1.0.0,4.0.3,35,Tools,,15/03/2018
NULL,Arabic Alphabets,Parenting,34,10000,Free,0,Everyone,1,2.2,6.2,Parenting,,09/01/2017
NULL,Arrayanes EC,Lifestyle,2,100,Free,0,Everyone,3.5,4.4,7.9,Lifestyle,,27/06/2018
NULL,Arrhythmias and Dysrhythmias,Medical,3,500,Paid,1,Everyone,1,4.2,24,Medical,,24/01/2016
NULL,Art of F J Taylor,Video players,2,10,Free,0,Everyone,1.0.2,4.3,1.5,Video Players & Editors,,23/06/2015
NULL,Artificial intelligence,Family,3,100,Free,0,Everyone,2.2,4.1,1.8,Entertainment,,05/03/2018
NULL,"AS - Diario online deportivo. FÃºtbol, motor y mÃ¡s",News and magazines,0,50,Free,0,Everyone,7.8,4.1,6,News & Magazines,,24/06/2018
NULL,ASCPÂ® CG Exam Flashcards 2018,Family,0,100,Free,0,Everyone,1,4.3,4.1,Education,,13/06/2017
NULL,ATC Unico BS,Communication,10,500,Free,0,Everyone,0.12,4.1,5.3,Communication,,16/10/2015
NULL,Au Rubis les bijoutiers,Lifestyle,0,100,Free,0,Everyone,1.00.33,4.1,10,Lifestyle,,24/07/2018
NULL,Audiowalk EB,Travel and local,0,10,Free,0,Everyone,1.0.1,4.2,90,Travel & Local,,30/06/2018
NULL,Austria Wien FK - Fussball - Inoffizielle App,Sports,2,100,Free,0,Everyone,1.0.4,4.1,12,Sports,,27/07/2018
NULL,Autoroute.EU,Business,10,1000,Free,0,Everyone,2.6,4.0.3,2.7,Business,,19/07/2016
NULL,AV Anthony's,Food and drink,0,50,Free,0,Everyone,1.0.136,6,10,Food & Drink,,11/07/2018
NULL,AV Phone,Communication,4,1000,Free,0,Everyone,2.1.9,5.1,3.7,Communication,,09/07/2018
NULL,AW CAMERA,Tools,2,100,Free,0,Everyone,3.1.1,2.3,24,Tools,,30/01/2018
NULL,AW Connect,Family,0,10,Free,0,Everyone,3.0.10,4.0.3,26,Education,,26/06/2018
4.3,Draw a Stickman: EPIC 2 Free,Game,213340,10000000,Free,0,Everyone,1.2.1.49,4,24,Adventure,,14/06/2018
4.3,Draw with FP sDraw,Tools,3268,100000,Free,0,Everyone,6.6,2,0.46,Tools,,16/12/2017
4.3,DU Browserâ€”Browse fast & fun,Communication,1133501,10000000,Free,0,Everyone,6.4.0.4,4,4.7,Communication,,01/04/2016
4.3,DU Browserâ€”Browse fast & fun,Communication,1133539,10000000,Free,0,Everyone,6.4.0.4,4,4.7,Communication,,01/04/2016
4.3,DU Emoji Keyboardï¼ˆSimejiï¼‰,Tools,19234,500000,Free,0,Everyone,3.1.3,4.0.3,14,Tools,,23/02/2017
4.3,Dual N-Back - Brain game,Family,817,100000,Free,0,Everyone,2.4.2,4.1,28,Educational,,25/05/2018
4.3,DV-2019 PHOTO TOOL,Family,21,1000,Free,0,Everyone,5,4,2.5,Entertainment,,20/01/2018
4.3,DV-2019 Results,Family,158,10000,Free,0,Everyone,17,4,2.6,Entertainment,,14/06/2018
4.3,DW Arabic By dw-arab.com,News and magazines,386,50000,Free,0,Everyone,3.2,4.1,6,News & Magazines,,27/10/2017
4.3,DW Contacts widget,Tools,56,1000,Paid,0.99,Everyone,1.1.0.0,2.1,2,Tools,,05/06/2014
4.3,DW Event,Events,9,1000,Free,0,Everyone,2.32.2,4.1,39,Events,,29/05/2018
4.3,"DW Learn German - A1, A2, B1 and placement test",Family,902,100000,Free,0,Everyone,1,4.4,1.8,Education,,28/09/2017
4.3,E.G. Chess,Game,56,1000,Paid,0.99,Everyone,1.0.28,2.3,23,Board,,06/12/2014
4.3,Easy Hair Style Design,Lifestyle,601,100000,Free,0,Everyone,1,2.3,5.1,Lifestyle,,20/12/2017
4.3,Easy Language Translator,Tools,191621,10000000,Free,0,Everyone,1.43,4,6.1,Tools,,29/05/2018
4.3,Easy Makeup Tutorials,Lifestyle,7287,1000000,Free,0,Everyone,1,2.3,5,Lifestyle,,03/11/2016
4.3,"Easy Resume Builder, Resume help, Curriculum vitae",Tools,996,50000,Free,0,Everyone,2.3,4.0.3,10,Tools,,28/09/2017
4.3,EasyNote Notepad | To Do List,Tools,15618,1000000,Free,0,Everyone,1.5.2,2.3,2.4,Tools,,27/11/2017
4.3,Economic Times : Market News Go Edition,News and magazines,39,5000,Free,0,Everyone,1.0.4,4.1,4.2,News & Magazines,,18/04/2018
4.3,Educational Games 4 Kids,Family,11618,5000000,Free,0,Everyone,2.4,4.1,39,Educational,Education,03/04/2018
4.3,el,Family,32405,1000000,Free,0,Everyone,1.2.1,4.2,47,Casual,,18/12/2014
4.3,Electricity Bill Calculator BD,Productivity,247,10000,Free,0,Everyone,1.2,4.0.3,4,Productivity,,22/06/2016
4.3,EMT Study - NREMT Test Prep,Medical,35,5000,Paid,3.99,Everyone,1.1,4.0.3,0.84,Medical,,03/12/2014
4.3,ENCHANT U,Family,83977,500000,Free,0,Everyone,1.2.2,2.1,11,Casual,,08/11/2012
4.3,EO Bijbel Open,Lifestyle,102,10000,Free,0,Everyone,2.0.0,4.0.3,41,Lifestyle,,24/11/2016
4.3,EO.TRADE - Coin sale,Finance,95,10000,Free,0,Everyone,0.3,4.0.3,1.5,Finance,,05/06/2018
4.3,EP Mobile,Medical,267,50000,Free,0,Everyone,2.18,4,2.3,Medical,,08/07/2018
4.3,Equestria Girls,Family,392596,10000000,Free,0,Everyone,37893,4,53,Role Playing,Action & Adventure,22/07/2016
4.3,Equestria Girls,Family,392819,10000000,Free,0,Everyone,37893,4,53,Role Playing,Action & Adventure,22/07/2016
4.3,ER Heart Surgery - Emergency Simulator Game,Family,429,100000,Free,0,Everyone,2,4.1,40,Educational,,19/07/2018
4.3,ES App Locker,Tools,32207,1000000,Free,0,Everyone,1.1.8.2,2.1,3.4,Tools,,16/08/2017
4.3,ES Classic Theme,Tools,20865,1000000,Free,0,Everyone,2.0.3,2.1,2.2,Tools,,30/10/2015
4.3,ES Holo Theme,Tools,11449,500000,Free,0,Everyone,2.0.4,2,1.7,Tools,,02/02/2016
4.3,ES Summer Chill Theme for Free,Tools,940,100000,Free,0,Everyone,2.0.7,4,0.38,Tools,,24/08/2017
4.3,ES Task Manager (Task Killer ),Business,171771,10000000,Free,0,Everyone,2.0.6.4,2.1,3.2,Business,,15/01/2018
4.3,Farsi Keyboard,Tools,9716,1000000,Free,0,Everyone,4.7,4,1.3,Tools,,10/04/2018
4.3,Fast like a Fox,Game,104389,5000000,Free,0,Everyone,1.4.0,4.2,12,Adventure,,17/04/2018
4.3,Fast Secure VPN,Tools,56848,1000000,Free,0,Everyone,1.6.11,4.1,9.6,Tools,,18/05/2018
4.3,Family Dollar,Shopping,2588,1000000,Free,0,Everyone,2.4.0,4.1,21,Shopping,,23/07/2018
4.3,Family Savings CU Mobile,Finance,323,10000,Free,0,Everyone,4.4.47,4.0.3,17,Finance,,08/09/2017
4.3,FamilySearch Tree,Books and reference,17506,1000000,Free,0,Everyone,2.3.18,4.1,17,Books & Reference,,20/07/2018
4.3,Evolution CP & IV Calculator for pokemon,Family,9465,500000,Free,0,Everyone,0.4.6,4.4,43,Entertainment,,08/07/2018
4.3,Extreme Car Driving Simulator,Game,2251012,100000000,Free,0,Everyone,4.17.2,4,52,Racing,,03/05/2018
4.3,Extreme Racing 2 - Real driving RC cars game!,Family,4207,500000,Free,0,Everyone,1.1.9,4.1,93,Racing,Action & Adventure,31/08/2017
4.3,Extreme X Ray Robot Stunts,Game,10806,5000000,Free,0,Everyone,1.5.1,4,49,Racing,,09/05/2017
4.3,EY Staff ENTERTAINER,Lifestyle,218,10000,Free,0,Everyone,1.0.3,2.3,19,Lifestyle,,16/01/2017
4.3,Eyeliner step by step 2018,Beauty,18,5000,Free,0,Everyone,1.2.13,4.0.3,3.2,Beauty,,01/06/2018
4.3,E-Z Appâ„¢ Train Control,Tools,33,1000,Free,0,Everyone,1,4.3,46,Tools,,06/12/2016
4.3,EZ Wifi Notification,Communication,260,10000,Free,0,Everyone,1.8,2.2,0.19,Communication,,11/08/2014
4.3,EZ-Builder Mobile,Family,51,5000,Free,0,Everyone,2018.04.02.00,3,57,Education,,02/04/2018
4.3,"ezETC (ETC balance inquiry, meter trial, real-time traffic)",Auto and vehicles,38846,1000000,Free,0,Everyone,2.20 Build 02,4.1,8.6,Auto & Vehicles,,28/07/2018
4.3,EZ-VPNGate,Tools,36,5000,Free,0,Everyone,1.0.7,4.0.3,12,Tools,,21/08/2017
4.3,Dr Driving Racer,Game,183,10000,Free,0,Everyone,2.1,4.1,68,Racing,,14/06/2018
4.3,Dr. Panda Restaurant 2,Family,3725,100000,Paid,2.99,Everyone,1.96,4,67,Educational,Pretend Play,17/02/2016
4.3,Dr. Pixel: Pill mania Classic,Family,2419,100000,Free,0,Everyone,1.2.7,4,6.2,Puzzle,,31/03/2018
4.3,EU Flags Live Wallpaper,Personalization,444,10000,Paid,0.99,Everyone,1.95,2.1,12,Personalization,,18/11/2013
4.3,EU Mobile Money Partenaire Commercial,Finance,70,10000,Free,0,Everyone,1.3,4.0.3,3.9,Finance,,14/05/2018
4.3,EV Finder,Tools,29,1000,Free,0,Everyone,2.7,2.3,23,Tools,,07/02/2017
4.3,Dp For Whatsapp,Social,39,5000,Free,0,Everyone,1,4.0.3,12,Social,,13/04/2017
4.3,"Decibel X PRO - Sound Meter dBA, Noise Detector",Tools,60,1000,Paid,3.99,Everyone,4.4.1,4.1,6.9,Tools,,11/07/2018
4.3,CT Abdomen,Family,7,1000,Free,0,Everyone,1,4.4,62,Education,,21/02/2017
4.3,CT Scan Cross Sectional Anatomy,Medical,10,100,Free,0,Everyone,5.0.16,4.1,46,Medical,,19/07/2018
4.3,CT Sessions,Medical,62,5000,Free,0,Everyone,2.2,2.3,20,Medical,,15/12/2014
4.3,Florida DMV Permit Test -Fl,Family,87,10000,Free,0,Everyone,6.0.3,4.4,30,Education,,15/02/2018
4.3,Flow Free,Family,1295293,100000000,Free,0,Everyone,4,4.1,11,Puzzle,,11/04/2018
4.3,Flow Free,Game,1295557,100000000,Free,0,Everyone,4,4.1,11,Puzzle,,11/04/2018
4.3,Flow Free,Game,1295606,100000000,Free,0,Everyone,4,4.1,11,Puzzle,,11/04/2018
4.3,Flow Free,Game,1295625,100000000,Free,0,Everyone,4,4.1,11,Puzzle,,11/04/2018
4.3,Foods Co,Shopping,199,10000,Free,0,Everyone,14.2.1,5,25,Shopping,,02/08/2018
4.3,"Foot Mercato: transfers, results, news, live",Sports,39878,1000000,Free,0,Everyone,3.6.7,4.1,6.1,Sports,,28/07/2018
4.3,FOSSIL Q: DESIGN YOUR DIAL,Lifestyle,985,500000,Free,0,Everyone,3.7,7,16,Lifestyle,,31/05/2018
4.3,Four In A Line Free,Game,133195,5000000,Free,0,Everyone,1.58,4.1,11,Board,,11/06/2018
4.3,Free antivirus and VPN,Tools,27749,1000000,Free,0,Everyone,3.3.6,4.0.3,16,Tools,,19/07/2018
4.3,Free games: Masha and the Bear,Family,34514,5000000,Free,0,Everyone,1.2.8,4.1,60,Puzzle,Brain Games,20/07/2018
4.3,File Browser by Astro (File Manager),Productivity,609182,50000000,Free,0,Everyone,6.4.0,4,9.2,Productivity,,02/07/2018
4.3,Filters for Selfie,Beauty,8572,1000000,Free,0,Everyone,1.1.0,4,25,Beauty,,10/05/2018
4.3,FINAL FANTASY DIMENSIONS,Family,8450,100000,Paid,13.99,Everyone,1.1.3,2.3.3,1.1,Role Playing,,15/03/2017
4.3,Financial Calculator Pro EF,Finance,634,50000,Free,0,Everyone,2.1.0.9,2.1,2,Finance,,04/10/2013
4.3,First Federal Bank of Florida,Finance,133,10000,Free,0,Everyone,18.1.79,5,30,Finance,,23/05/2018
4.3,First Tech Federal CU,Finance,4290,50000,Free,0,Everyone,3000.5.3548,5,24,Finance,,19/07/2018
4.3,Fix Error Google Playstore,Books and reference,18,1000,Free,0,Everyone,1,4,5.7,Books & Reference,,22/07/2017
4.3,FL Racing Manager 2018 Pro,Sports,340,5000,Paid,1.99,Everyone,1.18,3,15,Sports,,17/03/2018
4.3,Flag Of European Union LWP,Personalization,88,1000,Free,0,Everyone,7,4.0.3,4.2,Personalization,,24/01/2018
4.3,FlashLight F.Light,Tools,3943,100000,Free,0,Everyone,1.4.2,5,11,Tools,,23/05/2018
4.3,FlexBook,Family,104,10000,Free,0,Everyone,1.0.6,4.1,12,Education,Education,21/05/2018
4.3,G-NetTrack Pro,Tools,255,5000,Paid,14.99,Everyone,14.6,4,1.6,Tools,,25/07/2018
4.3,GO Launcher EX UI5.0 theme,Personalization,111634,5000000,Free,0,Everyone,2.08,2,13,Personalization,,26/05/2014
4.3,Gold Butterfly Keyboard Theme,House and home,10054,1000000,Free,0,Everyone,6.7.12.2018,4.0.3,9.1,House & Home,,12/07/2018
4.3,Golden telegram,Social,374,50000,Free,0,Everyone,T4.6.5-tl2.0.1,4.1,20,Social,,30/07/2018
4.3,Golfshot: Golf GPS + Tee Times,Sports,7543,500000,Free,0,Everyone,1.31.0,4.1,25,Sports,,11/07/2018
4.3,Google Ads,Business,29313,5000000,Free,0,Everyone,1.12.0,4.0.3,20,Business,,30/07/2018
4.3,Google Ads,Business,29331,5000000,Free,0,Everyone,1.12.0,4.0.3,20,Business,,30/07/2018
4.3,Google AdSense,Productivity,52677,1000000,Free,0,Everyone,3.3,4,2.9,Productivity,,13/12/2017
4.3,Google I/O 2018,Books and reference,22401,500000,Free,0,Everyone,6.1.2,5,4.6,Books & Reference,,07/05/2018
4.3,Gormey: Find Best Restaurants,Travel and local,34,1000,Free,0,Everyone,2.3,4.0.3,7.6,Travel & Local,,29/08/2017
4.3,Free Radar Detector,Travel and local,15680,1000000,Free,0,Everyone,6.2.3,4.1,11,Travel & Local,,06/07/2018
4.3,Free Sports TV,Sports,1802,100000,Free,0,Everyone,1.4,4.0.3,9.8,Sports,,21/06/2018
4.3,Free Z Glass GO Keyboard Theme,Personalization,71829,5000000,Free,0,Everyone,4.16,4,8.8,Personalization,,30/06/2017
4.3,FREEDOME VPN Unlimited anonymous Wifi Security,Tools,39833,1000000,Free,0,Everyone,2.5.1.7592,4.0.3,9.9,Tools,,09/07/2018
4.3,Frozen Free Fall,Family,1574197,50000000,Free,0,Everyone,6.7.0,4.2,37,Puzzle,Action & Adventure,27/07/2018
4.3,Frozen Free Fall,Family,1574204,50000000,Free,0,Everyone,6.7.0,4.2,37,Puzzle,Action & Adventure,27/07/2018
4.3,Frozen Free Fall,Family,1574546,50000000,Free,0,Everyone,6.7.0,4.2,37,Puzzle,Action & Adventure,27/07/2018
4.3,Fruit Ninja Classic,Game,85468,1000000,Paid,0.99,Everyone,2.4.1.485300,4.0.3,36,Arcade,,08/06/2018
4.3,Fruit NinjaÂ®,Game,5091448,100000000,Free,0,Everyone,2.6.7.487220,4.1,41,Arcade,,12/07/2018
4.3,F-Secure SAFE,Tools,9433,500000,Free,0,Everyone,17.4.0014017,5,9.3,Tools,,30/07/2018
4.3,Fulham FC,Sports,401,10000,Free,0,Everyone,5,2.3,2.8,Sports,,09/08/2017
4.3,"G Theme 2 for LG V30, LG G6",Personalization,25,500,Paid,1.49,Everyone,1.0.2,7,15,Personalization,,13/12/2017
4.3,FlipaClip - Cartoon animation,Art and design,194216,5000000,Free,0,Everyone,2.2.5,4.0.3,39,Art & Design,,03/08/2018
4.3,FC BARCELONA EVENTS,Sports,6,100,Free,0,Everyone,v2.7.11.16,4.1,11,Sports,,22/04/2018
4.3,GEMâ„¢,Tools,6,500,Free,0,Everyone,1.93,5,33,Tools,,23/07/2018
4.3,GPS Speedometer - Trip Meter - Altimeter,Maps and navigation,32225,1000000,Free,0,Everyone,2.0.0,4.2,3.2,Maps & Navigation,,26/07/2018
4.3,GPS Traffic Speedcam Route Planner by ViaMichelin,Maps and navigation,63920,5000000,Free,0,Everyone,7.16.8,4.0.3,29,Maps & Navigation,,28/07/2018
4.3,Harkins Theatres,Entertainment,1511,100000,Free,0,Everyone,2.1.1,4.1,12,Entertainment,,11/06/2018
4.3,Hashtags For Likes.co,Social,420,50000,Free,0,Everyone,1.1,4.0.3,18,Social,,19/12/2016
4.3,HD Camera,Photography,49680,5000000,Free,0,Everyone,1.8.5,4.2,8.7,Photography,,11/07/2018
4.3,HD Video Player,Video players,1551,1000000,Free,0,Everyone,1.1,4.1,2.9,Video Players & Editors,,25/07/2018
4.3,HD Widgets,Personalization,58614,1000000,Paid,0.99,Everyone,4.3.2,4.4,26,Personalization,,07/12/2016
4.3,HD Widgets,Personalization,58617,1000000,Paid,0.99,Everyone,4.3.2,4.4,26,Personalization,,07/12/2016
4.3,Health and Nutrition Guide,Health and fitness,7895,500000,Free,0,Everyone,3.3,4,3.3,Health & Fitness,,15/07/2018
4.3,Helper for Clash Royale (All-in-1),Family,6078,500000,Free,0,Everyone,2.0.0,4.1,37,Entertainment,,10/11/2017
4.3,HESI A2 Pocket Prep,Medical,2108,50000,Free,0,Everyone,4.5.1,4.4,28,Medical,,02/05/2018
4.3,Hidden Objects Treasure Hunt Adventure Games,Family,275,10000,Free,0,Everyone,1.0.1,4.4,29,Puzzle,,09/07/2018
4.3,High Blood Pressure Symptoms,Medical,46,10000,Free,0,Everyone,1.0.2,4.0.3,2,Medical,,05/04/2017
4.3,Hipmunk Hotels & Flights,Travel and local,16734,1000000,Free,0,Everyone,8.8.2,5,10,Travel & Local,,31/07/2018
4.3,Home Decor Showpiece Art making: Medium Difficulty,House and home,273,50000,Free,0,Everyone,1.2,4.0.3,7,House & Home,,30/05/2018
4.3,Home ScoutingÂ® MLS Mobile,Lifestyle,1533,100000,Free,0,Everyone,2.2.6,2.2,7.7,Lifestyle,,27/09/2016
4.3,"Home workouts - fat burning, abs, legs, arms,chest",Health and fitness,4848,1000000,Free,0,Everyone,2.6,4.1,13,Health & Fitness,,18/07/2018
4.3,Homesnap Real Estate & Rentals,House and home,3834,500000,Free,0,Everyone,5.20.38,4.2,30,House & Home,,31/07/2018
4.3,HomeWork,Education,16195,1000000,Free,0,Everyone,8.5.2,4,5.2,Education,,20/09/2016
4.3,Hondata Mobile,Maps and navigation,334,10000,Free,0,Everyone,1.3,2.3.3,0.66,Maps & Navigation,,23/08/2016
4.3,How To Draw Food,Art and design,845,100000,Free,0,Everyone,1,2.3,7.9,Art & Design,,28/05/2018
4.3,HSPA+ Tweaker (3G booster),Tools,99290,5000000,Free,0,Everyone,3.1 Release b2,2.3,3.9,Tools,,05/12/2017
4.3,HTC Sense Input - CZ,Tools,87,10000,Free,0,Everyone,1.0.612933,5,7.3,Tools,,09/11/2015
4.3,HTC Sense Input - EN,Tools,24175,5000000,Free,0,Everyone,1.0.612931,5,8.5,Tools,,30/10/2015
4.3,HTC Sense Input - ES,Tools,3509,1000000,Free,0,Everyone,1.0.612919,5,6.5,Tools,,30/10/2015
4.3,HTC Transfer Tool,Tools,40907,5000000,Free,0,Everyone,6.0.932740,2.2,2.6,Tools,,27/07/2017
4.3,I am Dentist - Save my Teeth,Family,7443,100000,Free,0,Everyone,1.0.11,3,33,Casual,,29/09/2016
4.3,I am Rich,Finance,180,5000,Paid,399.99,Everyone,1,4.2,3.8,Finance,,22/03/2018
4.3,IDM for Facebook â˜… Downloader,Productivity,1905,100000,Free,0,Everyone,7.95,2.3,3.1,Productivity,,17/10/2015
4.3,IHGÂ®: Hotel Deals & Rewards,Travel and local,18622,1000000,Free,0,Everyone,4.15.1,4.4,44,Travel & Local,,03/08/2018
4.3,iLocker X - iOS11 Lockscreen with HD Wallpapers,Personalization,1714,100000,Free,0,Everyone,1.4.7,4.1,31,Personalization,,19/06/2018
4.3,Baby puzzles,Family,11950,5000000,Free,0,Everyone,6.1,4.0.3,19,Educational,Education,12/07/2018
4.3,Bad Piggies,Family,1168959,50000000,Free,0,Everyone,2.3.3,4.1,66,Puzzle,,03/05/2017
4.3,BakaReader EX,Books and reference,8894,100000,Free,0,Everyone,1.1.51,4,2.3,Books & Reference,,23/07/2018
4.3,Alabama DMV Permit Test - AL,Family,218,10000,Free,0,Everyone,6.0.3,4.4,29,Education,,15/02/2018
4.3,All Type Ac Repair & Services,Lifestyle,45,10000,Free,0,Everyone,0.8,4.1,2.2,Lifestyle,,26/12/2017
4.3,All Type DP,Family,1853,500000,Free,0,Everyone,1.8,4,5.8,Entertainment,,10/05/2018
4.3,All Video Downloader 2018,Video players,7557,1000000,Free,0,Everyone,1.0.1,4.4,5.6,Video Players & Editors,,25/07/2018
4.3,"AllTrails: Hiking, Running & Mountain Bike Trails",Health and fitness,16943,1000000,Free,0,Everyone,8.8.14,4.4,32,Health & Fitness,,30/07/2018
4.3,Alopec - Online Shipping System,Maps and navigation,1240,100000,Free,0,Everyone,2.4.1,4.1,14,Maps & Navigation,,02/11/2017
4.3,BankMobile Vibe App,Finance,14627,1000000,Free,0,Everyone,5.1,4.1,23,Finance,,09/07/2018
4.3,Barista Coffee Dictionary A-Z,Lifestyle,127,10000,Free,0,Everyone,3.0.0,4.1,5.5,Lifestyle,,03/06/2016
4.3,Basket Manager 2016 Free,Sports,1879,100000,Free,0,Everyone,2.9,4.1,4.4,Sports,,09/02/2017
4.3,BBC Persian | BBC Farsi News,News and magazines,978,100000,Free,0,Everyone,1.8.2,4.0.3,2.9,News & Magazines,,12/05/2018
4.3,BBVA Compass Banking,Finance,5905,500000,Free,0,Everyone,6.0.2,4.4,50,Finance,,27/07/2018
4.3,BD Radio TV Free List,Family,539,50000,Free,0,Everyone,1.3,4.2,13,Entertainment,,01/08/2018
4.3,Be Like Bill - Maker,Family,18,1000,Free,0,Everyone,1.2,3.2,1.7,Entertainment,,27/01/2016
4.3,ADWLauncher 1 EX,Personalization,28728,500000,Paid,2.49,Everyone,1.3.3.9,1.6,2.8,Personalization,,27/07/2013
4.3,BIG Launcher,Personalization,881,10000,Paid,9.99,Everyone,2.5.9,2.1,5.9,Personalization,,20/06/2018
4.3,Bg+ Call Blocker,Tools,80,10000,Free,0,Everyone,1.2,4,1.7,Tools,,20/03/2018
